,Id,path,speakerId,Self-reported fluency level ,First Language spoken,Current language used for work/school,gender,ageRange,rolloff_mean,rolloff_std,flux_mean,flux_std,centroid_mean,centroid_std,zcr_mean,zcr_std,duration,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,chroma_cens_0,chroma_cens_1,chroma_cens_2,chroma_cens_3,chroma_cens_4,chroma_cens_5,chroma_cens_6,chroma_cens_7,chroma_cens_8,chroma_cens_9,chroma_cens_10,chroma_cens_11
100,100,dsl_data/audio/speakers/4BrX8aDqK2cLZRYl/b43d96c0-4531-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,3,0,0,1,0,4383.8525390625,1591.4380239087254,1.4987019,2.1494632,2458.1321317888046,1273.354737241901,0.1650443344242119,0.37122055721454983,3.242721088435374,-322.2868,63.83125,-23.668741,35.25948,-19.910118,15.419781,-18.583344,-3.5475552,3.9927385,0.27197662,-8.164971,-12.052974,-7.4129186,-16.88736,-2.0813487,-10.8410015,0.14804038,-7.67819,-8.270218,-6.3223414,-5.7266254,-0.8731935,-10.390591,0.052590888,-4.7361417,-1.072255,-2.1219993,-1.9492519,-5.6805925,-7.519102,6.2020736,0.934107,3.3396347,12.255127,13.471105,2.8560553,1.5189291,-2.0011907,-6.3444614,3.1345162,3.9006538,0.38896516,-2.900823,-2.2688446,-2.642235,0.45996496,0.7798597,-2.1935947,-4.940296,-4.086867,0.1292688,0.13132422,0.1905258,0.16072005,0.11693386,0.16344315,0.13757813,0.40089592,0.5125408,0.30829647,0.2800981,0.22453189
101,101,dsl_data/audio/speakers/NgQEvO2x7Vh3xy2xz/7000f570-45bc-11e9-8ec0-7bf21d1cfe30.wav,NgQEvO2x7Vh3xy2xz,3,0,0,0,0,849.2534316588785,1614.6861316126503,0.8637615,2.1404622,503.66034723121044,996.7244063623422,0.027287554749207396,0.16292005433652543,2.4746938775510205,-500.98227,67.76382,10.391492,13.232214,8.366379,-8.483307,-6.6353006,-4.58502,-6.678152,-4.0426517,-3.1666374,-1.4406419,-2.2500126,-4.7871184,-1.1456324,-2.629117,-5.7935987,-1.6883205,-1.2400757,-4.914411,-2.711238,-0.7506801,-3.0828683,-1.57757,-0.8931933,-2.1726341,-0.72953796,-0.5194832,-2.0460858,-2.2224476,-0.57367,-1.1142343,-2.4690917,-1.9122874,-2.012533,-1.892818,-0.9482503,-1.2143513,-2.2294652,-1.484833,-1.2763706,-1.9217187,-1.3344179,-1.4610584,-1.3020136,-1.1187323,-1.7672613,-2.0499916,-1.8820698,-1.5074576,0.36429426,0.19107608,0.11779922,0.10776811,0.06997952,0.08102775,0.071863174,0.1205414,0.23611401,0.44790903,0.52347577,0.43884942
102,102,dsl_data/audio/speakers/ppymZZDb2Bf4NQnE/ee6c68c0-44f1-11e9-a1ea-79ca03012c0e.wav,ppymZZDb2Bf4NQnE,3,0,0,1,1,4983.547284526209,1799.2377907849348,1.5239885,2.0342555,2855.9402438549855,1021.6376807476614,0.23175883664154548,0.42195577763564623,2.136281179138322,-391.58713,64.492,-41.41159,24.556835,-13.97461,9.137396,-14.625613,9.334702,-4.762167,4.0126896,1.4123263,-8.321288,2.6676035,-6.9490495,6.8021364,-8.89837,0.30998453,-6.4088116,-0.60383207,2.129005,-3.2714083,6.0916953,-4.409779,2.6782293,-4.0024595,-0.53982645,-0.11588949,1.9790459,1.8729916,-1.5852287,1.9341729,-5.194502,-0.17183463,-2.9537013,1.2254522,-1.0620526,-5.3421364,-2.1924846,-2.3518271,1.9294435,2.1083894,3.1135323,1.231886,2.3026288,-1.0767328,-1.9646411,-0.10275281,0.7834723,1.2909567,-2.0661545,0.21609397,0.2325033,0.2410531,0.24358094,0.29334146,0.22829552,0.236278,0.23504768,0.27106807,0.21101888,0.40819165,0.45457318
103,103,dsl_data/audio/speakers/V4ejqNL4xbUKkYrV/38939230-45a0-11e9-bf4b-216bfa333ac2.wav,V4ejqNL4xbUKkYrV,3,0,0,0,0,4170.4345703125,1639.397133704334,1.5341058,1.8837932,2230.7452175582325,1006.2069126622413,0.17866074778041766,0.38306799002652214,1.450702947845805,-474.55402,96.92154,-6.7223825,41.703804,-34.086594,-32.940945,4.317429,-1.2850108,-15.851841,-6.8253775,-2.9042945,-0.1422424,8.0480995,-3.735597,6.7055,5.7892823,-10.844233,-5.2549067,2.894833,-5.512656,-5.3009744,-3.8349903,-8.927357,-3.918255,-2.1897154,0.7565075,-4.681824,-3.1120555,3.0168233,0.82921964,0.89696217,-3.759421,-0.5619583,-0.21960473,-2.7840292,-3.0150182,-4.4777637,-2.4330199,-0.89751583,-0.41571513,-1.243481,-1.678272,-3.0515928,0.12184504,-0.4773258,-1.2365078,1.0959303,-2.9401608,-1.3918327,-1.8427784,0.24493437,0.29188147,0.27373302,0.27053395,0.27463913,0.29043415,0.3384305,0.24843739,0.18896133,0.2465161,0.3119011,0.2974169
104,104,dsl_data/audio/speakers/k5bqyxx2lzIbrlg9/3fec7eb0-4529-11e9-a843-8db76f4b5e29.wav,k5bqyxx2lzIbrlg9,3,0,0,0,0,3459.7082931004215,1934.2654184417067,1.4873128,1.7345387,2015.439920096665,1288.6495243729198,0.15099980070417857,0.3580486850855298,2.048027210884354,-325.129,83.11786,4.5021296,34.60891,-26.86826,-7.0460596,-42.498676,-4.889396,-1.6313837,-28.065037,-2.7271128,-19.927156,-5.328375,-4.445378,-14.850039,-10.719241,-10.949032,-4.3606586,-3.2801633,-6.8066626,-5.3758464,-0.7090032,-3.3053384,-6.922374,0.29833812,1.9796228,-4.3352737,4.4690595,-0.87167627,-4.770003,2.1612372,-4.0301375,-1.626895,-1.0973082,-4.722833,-2.7650058,-1.4887097,-6.139982,-3.178614,-1.5689361,-4.282092,0.86248,-4.1597133,-5.134074,-1.4894651,-0.19472075,1.3326224,2.1482966,2.3429546,-0.58032805,0.22446501,0.4174475,0.34356627,0.22808255,0.2721781,0.13933454,0.14641263,0.14814621,0.22132121,0.32428053,0.2591244,0.20237924
105,105,dsl_data/audio/speakers/7B4XmNppyrCK977p/c1d85a50-45cb-11e9-9992-dfba019cb646.wav,7B4XmNppyrCK977p,3,0,0,0,1,4360.775500146028,1631.0784224072484,1.1442254,2.1491,2337.3850388877254,914.6556020024383,0.2641340004031741,0.44087099046568046,2.4746938775510205,-564.4164,63.731754,-29.584227,36.69478,19.779913,-14.751826,-5.499846,-6.0039988,-5.23204,-7.158679,-13.307722,-7.4288354,-6.5204363,-5.351833,-3.6195886,-10.243456,-3.9663954,-3.1122754,-5.587353,-3.075455,-7.6992445,-4.3678703,-2.7037058,-4.945175,-1.3371922,-2.0010655,-4.1893544,-2.5909846,-3.9002805,-3.832221,-1.2059516,-3.0474472,-2.7297018,-1.9349482,-2.448075,-1.9605594,-2.1888678,-0.75746346,-1.0578514,-1.4078348,-0.35007364,-1.5756838,-1.6789786,-1.4930338,-2.6564143,-1.7707306,-1.4232606,-0.84666973,1.7236801,2.027694,0.39112565,0.3369044,0.24336,0.20231248,0.18858676,0.20579535,0.21557687,0.23993014,0.22573166,0.25949243,0.31419775,0.3878388
106,106,dsl_data/audio/speakers/4BrX8aDqK2cLZRYl/274b5d90-4533-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,3,0,0,1,0,4814.866030794903,1509.0460104958252,2.0033405,2.6486766,2868.5763453802438,1292.9910380955293,0.1971528898168359,0.3978487499712755,2.389342403628118,-315.61078,61.861603,-29.804874,56.360924,-31.996517,20.343266,-28.372297,1.6362383,2.666438,1.6600333,-8.062238,-15.307784,-1.4843054,-17.341785,2.4585304,-7.89981,1.6400765,-11.557405,-5.5834694,-5.0916185,-5.871718,0.98565114,-9.814225,0.7863385,-6.724774,0.912458,-2.5285778,-1.1560948,-4.9740305,-3.3676841,6.4882755,-1.933254,1.6296194,7.358981,10.076113,-0.51578146,2.7709012,-0.92394817,-3.677074,1.8834901,1.0047272,1.140934,-1.4640833,-0.15016192,-4.2817893,1.2215754,-0.52537954,-0.9510459,0.8588098,-3.0744543,0.22967778,0.21965037,0.21014723,0.1964924,0.15323693,0.1521219,0.1457344,0.31629202,0.42090076,0.37597564,0.3092628,0.29297525
107,107,dsl_data/audio/speakers/k5bqyxx2lzIbrlg9/c38587a0-4527-11e9-a843-8db76f4b5e29.wav,k5bqyxx2lzIbrlg9,3,0,0,0,0,4068.621826171875,1401.9408114533717,1.5805408,2.480119,2132.360791118253,1005.6038006366879,0.13421201814058956,0.3408799676238245,1.28,-398.8649,68.94263,0.41051394,32.58951,-24.052633,-5.8083625,-27.936438,-4.2306404,-4.3388176,-19.804235,0.7334407,-17.593924,-8.704773,-4.148735,-12.994298,-11.428986,-4.4839935,-5.85645,-6.592141,-3.5689645,-4.3234973,0.31161362,-3.0498173,-3.084921,-1.5301203,-0.3924746,0.37564316,4.154125,3.0323367,-2.831083,-0.6114411,-4.0603833,-2.5338566,-0.04354901,-3.5734274,-4.145672,-1.2440406,-2.8056428,-4.4746733,-1.0130099,-2.4139736,-1.0759135,0.5695303,-1.1150098,-0.6353461,2.450044,1.7470572,1.1021835,1.5289615,-1.7136965,0.234821,0.28786427,0.40395188,0.37024745,0.28083792,0.20423473,0.18808635,0.15817356,0.18432884,0.2486714,0.31619328,0.24695624
108,108,dsl_data/audio/speakers/k5bqyxx2lzIbrlg9/b96c4640-4528-11e9-a843-8db76f4b5e29.wav,k5bqyxx2lzIbrlg9,3,0,0,0,0,3732.16552734375,1497.7953593699754,1.446519,2.5566251,1862.1570326779552,930.8858924722102,0.10777622377622377,0.3100975803916585,1.6213151927437641,-373.52213,69.46497,3.8721318,34.46766,-16.61502,-9.625055,-30.774975,-9.849031,0.9415329,-18.502626,-4.148482,-13.845677,-9.270027,-4.2081275,-9.130247,-7.8839755,-9.294447,-7.944397,-5.7786207,-5.818787,-4.196749,-1.5321673,-1.9241451,-3.0031457,0.9957779,2.4500585,-1.5619235,5.0443764,-0.23975258,-4.839597,1.3254873,-2.6374185,-1.0093387,-1.0563824,-3.2680805,-4.42224,-3.3745115,-2.6767185,-3.1175551,-1.8674556,-3.2414253,1.3507738,-0.90725493,-3.5137913,-0.41216043,0.2123714,1.9393744,1.0974772,-0.009927365,-1.3855627,0.2508145,0.33856872,0.3964074,0.27358413,0.25210255,0.16946025,0.16139196,0.15457247,0.16445598,0.32013083,0.27261135,0.2910276
109,109,dsl_data/audio/speakers/V4ejqNL4xbUKkYrV/c9753cc0-4598-11e9-bf4b-216bfa333ac2.wav,V4ejqNL4xbUKkYrV,3,0,0,0,0,3810.3135850694443,1838.4854319498143,1.7550159,2.0360682,2205.814314617083,1152.625344992599,0.1841043604300036,0.3875692775500439,1.8773242630385487,-436.46103,98.536606,-18.242096,46.74837,-20.53975,-11.1771,-5.1988935,-13.950201,-10.331738,-4.8991776,-3.1710389,-0.5454081,1.299975,-6.789247,7.7644215,-0.31842938,-7.134334,-2.9163954,-0.5565952,-4.432227,-7.309982,2.4447966,-4.321083,-4.205149,-0.71840763,-2.3619466,-2.8816538,-3.391303,-0.9824893,-2.3264415,-2.5884378,-0.24775946,-1.7892979,-2.681324,0.44126236,-3.0286367,-0.32438946,1.6414661,-2.7131407,-0.24977514,0.22768134,-1.2949259,-2.4250073,-0.6036468,-1.0571767,-1.597661,0.9676832,-0.69476897,-2.566137,-1.1240225,0.30788094,0.26792544,0.24316531,0.26192644,0.29136476,0.30239925,0.33148435,0.3174319,0.22962639,0.2378042,0.2666769,0.23376524
110,110,dsl_data/audio/speakers/4BrX8aDqK2cLZRYl/13d2ae90-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,3,0,0,1,0,3639.1974609375,1443.062991940315,1.4293618,2.450573,1801.7980830128809,1036.8980956119597,0.07664051020727171,0.2660201917194272,2.9013151927437644,-409.0753,75.335754,2.318336,33.699306,-4.971572,14.03329,-11.205395,0.21521476,4.853091,3.2217476,-4.2972827,-10.916227,-5.292399,-11.339135,-2.6101656,-6.6195474,-0.7401669,-6.982442,-4.691475,-3.7388053,-4.583132,-0.2671836,-8.32718,-1.846328,-3.0640168,-0.46999565,-3.095469,-3.6905503,-5.69187,-7.6704583,0.28090316,-2.3121028,0.277289,2.6238956,2.7259214,-3.3642237,-3.8107593,-2.4550385,-3.5102844,1.3473423,0.19779006,-1.162055,-1.9320599,-1.0606275,-1.9019276,-1.0446844,-1.0881721,-0.6447948,-0.425651,-1.5486952,0.1608018,0.15894045,0.19000764,0.18803972,0.2088611,0.21109554,0.13228664,0.23154682,0.33913124,0.3692273,0.40888095,0.392943
111,111,dsl_data/audio/speakers/4BrX8aDqK2cLZRYl/a2efa840-4531-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,3,0,0,1,0,5021.79515941723,1180.0218938089845,1.5902944,2.7743435,2852.9041784655824,1254.8920671425806,0.18911210317460317,0.3915976450484367,2.56,-353.77594,53.53681,-13.1462145,43.805817,-30.24005,27.932688,-24.582518,2.5697813,1.4650519,-4.5892735,-6.0469713,-15.778257,-7.064741,-16.6133,-0.3568477,-7.3710327,2.428717,-11.200521,-5.891806,-6.963026,-3.8012664,2.4042807,-10.476521,-0.7191824,-8.616503,0.6060378,-3.3967872,-2.4397032,-2.9945757,-3.331637,9.66924,5.7518682,5.4346814,8.781936,8.58248,-4.9230666,-1.1786027,-1.1112599,-2.4346585,3.2983825,1.3903728,-0.65072954,-2.6286654,0.54349107,-1.5227541,0.6200374,-1.1674403,-1.8040229,-1.498148,-0.7100243,0.18160935,0.117965706,0.16679774,0.21598265,0.16615903,0.20698017,0.15299651,0.15698016,0.48044997,0.42062005,0.32496342,0.27123532
112,112,dsl_data/audio/speakers/aokxBz9LxXHzZzay/7e3619d0-44cd-11e9-a8b6-e96f2628bf65.wav,aokxBz9LxXHzZzay,3,0,0,1,0,2679.479449728261,1141.5805002818533,1.1787721,2.4144537,1485.8387781482745,834.29357320316,0.0774069393382353,0.2672360474945737,1.5789569160997732,-413.394,62.694916,0.9022553,21.215279,-14.560961,-18.069546,-6.514392,-0.3667217,2.0222304,-1.1582642,-5.715748,-7.185631,-8.561119,-10.398136,-5.13094,-6.2779756,-3.0994964,-3.794487,-6.383962,-8.229861,-9.010286,-4.831855,-6.334599,-4.301014,-4.5733194,-3.7910953,-1.2851704,-0.15298788,2.3927233,4.0196776,3.857965,-1.11201,-1.3752282,-2.5584273,-2.6258981,0.05757257,-1.5257595,-1.3884563,-2.2146924,-3.565635,-3.565723,-2.253746,-2.9491224,-4.5279875,-3.7106128,-3.9033115,-2.2753465,-0.7148841,-2.0246835,-1.565197,0.21213832,0.18504992,0.23640367,0.16298407,0.26053137,0.20288356,0.24596283,0.2132866,0.2253283,0.45352882,0.46337155,0.31302667
113,113,dsl_data/audio/speakers/V4ZbwLm9G5irobWn/913cd3e0-4525-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,3,0,0,1,1,4986.861677359271,1274.747441712464,1.6309712,1.9925157,2669.339025928578,817.6526038395328,0.19478398382309098,0.3960343210746978,3.498730158730159,-382.9574,68.495674,-32.632946,35.9146,-20.434147,11.427216,-7.2673965,-5.403719,-5.563655,-2.864465,1.6396835,-6.3935003,0.51088244,-7.569716,2.628859,-6.1315236,-0.81118757,-1.1373382,-4.435864,0.6069524,-4.5106134,-3.9159667,-4.83304,0.5000854,-3.9434767,-0.55968726,-1.274966,-0.57107776,2.8839462,1.2125514,3.9396863,0.87932897,3.782698,-0.29175675,-1.8853173,-1.4336321,-0.76898545,0.34356916,-0.8942592,-0.15147723,-2.488311,1.2747036,0.31797552,-1.6020608,-2.7587273,-1.9721159,-1.1868248,-2.7910469,-1.3369344,-3.1463408,0.22136608,0.19129542,0.20410061,0.2310022,0.26587677,0.23761517,0.1989949,0.20638695,0.2577693,0.31407598,0.45915383,0.39210126
114,114,dsl_data/audio/speakers/k5bqyxx2lzIbrlg9/0f77eeb0-4527-11e9-a843-8db76f4b5e29.wav,k5bqyxx2lzIbrlg9,3,0,0,0,0,3563.7451171875,1867.6077370240616,1.3367673,1.6976702,2059.359837965326,1237.2349192774993,0.1552108113579997,0.3621055307442723,1.7920181405895692,-398.39786,73.46071,-1.1840924,20.90613,-30.876713,-8.889619,-24.729305,-13.77409,-5.7636423,-17.521332,1.2789137,-10.767184,-4.0820775,-6.4347787,-13.014832,-3.359464,-5.5314994,-2.2289445,-3.0232317,-6.587353,-4.8375177,0.98891133,0.2794406,-6.6790195,0.26226673,2.1442375,-3.037135,2.3877287,-1.2767739,-4.802008,0.3973109,-0.3915782,-1.3356429,-0.70476216,-2.536634,-3.4250348,-0.40893388,-1.9671805,-4.253624,-3.666144,-3.067944,-3.6197224,-4.960237,-2.6853566,-1.2230889,3.7422051,3.9721892,1.4244235,0.11102459,-4.03784,0.31178346,0.24337989,0.35703447,0.32025418,0.16548185,0.12945884,0.30883387,0.20020619,0.1961525,0.22885464,0.22996147,0.3824061
115,115,dsl_data/audio/speakers/V4ZbwLm9G5irobWn/6dd92820-4527-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,3,0,0,1,1,4753.278088178791,1686.35244159358,1.6374805,2.096405,2609.6296294636513,1077.8606822288396,0.1993300372022611,0.399496650137653,2.8160090702947844,-360.20624,71.997215,-23.62193,37.849674,-21.045568,9.170718,-6.704585,-0.82930905,-5.4059186,-3.7791178,2.1260316,-5.692086,-0.9705116,-4.567262,5.0118723,-7.849926,-1.1389747,-2.660407,-3.8819218,-1.1537054,-4.942254,-2.059157,-5.513769,0.85147107,-3.7760687,-0.25539517,-1.4212294,-1.3971287,2.8750036,2.444436,4.914008,1.3597301,2.769175,-2.7635663,-1.2028118,1.6625301,1.42212,2.0392978,-0.9081821,-0.8966298,-1.8883098,-0.22434913,-1.5426488,-2.843636,-3.3576446,-1.242042,0.14801246,-1.7338921,-2.6060975,-2.8476176,0.22097535,0.21592164,0.22369099,0.1881469,0.2195324,0.26766932,0.25467977,0.25117362,0.23618004,0.30175892,0.41628367,0.35639203
116,116,dsl_data/audio/speakers/V4ZbwLm9G5irobWn/6b6a7970-4524-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,3,0,0,1,1,4599.012055268159,1547.9434307100184,1.6843535,2.3671558,2439.206407402603,822.2063550835891,0.17972735969387754,0.3839602008950213,3.4133333333333336,-372.3996,85.17732,-37.47273,38.697083,-14.2816725,13.27738,-15.224501,-5.519929,-2.2519646,1.0226815,1.2003993,-11.458107,2.015218,-6.5548196,0.11332914,-7.1338344,-0.77957225,-3.36013,-2.0740526,-0.696648,-6.3673444,0.14061752,-7.216025,-0.11899953,-3.1356223,-2.0779161,-3.3660402,-2.7759757,0.38140437,-3.8180056,0.18692784,-2.1621413,3.2739065,2.9099107,3.8209798,3.0619762,1.6659331,1.2937583,-2.0746818,0.35725254,-1.6664035,1.0495626,-0.20762457,-0.5505049,-1.4084507,-1.019526,0.2572567,-2.1685665,-1.6951686,-4.050716,0.14989237,0.16362205,0.21373016,0.23268534,0.23933026,0.2551099,0.3065726,0.35992828,0.29211178,0.23202737,0.3275485,0.26058853
117,117,dsl_data/audio/speakers/V4ejqNL4xbUKkYrV/b661be90-459a-11e9-bf4b-216bfa333ac2.wav,V4ejqNL4xbUKkYrV,3,0,0,0,0,3504.9522142731744,2014.5590468513594,1.6550041,2.2348282,2201.190676873675,1296.8379604313684,0.1915232843951372,0.3934998296437199,2.048027210884354,-483.0573,102.03408,-9.647856,48.71401,-10.762141,-10.853867,-4.418412,-7.95919,-5.077457,2.6623414,-1.143921,-9.402515,1.2232518,-1.046564,1.8762578,0.42630982,-2.526015,-3.9482968,0.49508265,-5.8622026,-8.526124,3.4371462,-2.5524814,-3.142727,-2.3343859,-2.510024,-4.321261,-2.6537185,0.44956172,-4.7509785,-2.0458412,-0.67109287,-2.5832596,-3.3279207,-0.9400036,-2.9647202,-2.6728532,-0.12984614,-2.88356,0.1410723,-0.09675849,-1.9751406,-1.9120679,-1.211948,-1.9311895,-1.9027605,0.5514257,-1.4478698,-2.7509232,-1.8408254,0.2387895,0.21634361,0.3145906,0.31556985,0.43382096,0.46445537,0.23137361,0.16564558,0.17012528,0.19203344,0.16940948,0.2222602
118,118,dsl_data/audio/speakers/4BrX8aDqK2cLZRYl/85ebf150-4530-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,3,0,0,1,0,4719.216796875,1029.625908749221,1.5714101,3.2169075,2368.1557744129987,1035.5764364355243,0.12288402487993072,0.328304037911871,2.304036281179138,-386.03683,65.06375,-6.607414,52.809464,-15.348267,17.82794,-9.569306,2.8819332,6.0673394,0.5911393,-8.250869,-16.803808,-6.0113816,-10.391526,-4.3071003,-4.0181336,2.7595642,-12.008588,-6.195669,-8.589502,-4.620356,-0.1944275,-8.556223,1.8382565,-5.849417,2.0894191,-2.3576005,-3.127943,-3.0581307,-5.7243023,3.8694563,1.7015114,1.4830142,5.184462,6.5923705,-5.9202743,-1.9482688,-2.0115206,-4.5753384,2.3015718,-0.21293175,-1.9650177,-3.7007089,-0.18259275,-3.123412,-2.0944936,-0.98798317,-1.9688103,-2.3575823,-2.1655743,0.19018085,0.12818384,0.15929754,0.16841345,0.1643358,0.09957394,0.09694546,0.21058343,0.6054122,0.44004145,0.29765895,0.24382007
119,119,dsl_data/audio/speakers/ppymZZDb2Bf4NQnE/4fd50b40-44f1-11e9-a1ea-79ca03012c0e.wav,ppymZZDb2Bf4NQnE,3,0,0,1,1,4939.692602264748,1660.6752730767344,1.8154442,2.0149615,3072.3426284876055,1160.6088808779575,0.26497547550879996,0.4413201478379219,2.043401360544218,-306.5999,54.88365,-53.800873,20.275312,-41.44407,20.238947,-20.601223,2.3434048,-8.357827,1.6743718,3.4599736,-7.7951145,1.6467623,-10.14456,11.278126,-10.483795,1.3671323,-1.8112946,-1.3824269,-3.890553,-2.9422536,5.2943525,-6.482076,4.895526,-4.441565,4.413177,-0.9973453,-0.3620274,2.13282,-3.251542,0.15210298,-4.38348,1.0152233,-4.465319,1.0994129,-2.2486808,-0.986533,0.3868583,-4.5952277,-0.19099294,-1.6139287,-0.27171412,-1.0643321,1.2567506,-0.09151654,2.7446268,1.9174516,1.4608185,2.953256,0.9180235,0.26036513,0.29174656,0.29726517,0.28219417,0.25204647,0.22629113,0.25632778,0.24401388,0.2673533,0.24212568,0.33429292,0.39732215
120,120,dsl_data/audio/speakers/V4ZbwLm9G5irobWn/4c3ec780-4525-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,3,0,0,1,1,5136.398884401483,1131.9779008474939,1.5248514,2.5227401,2724.966614365029,658.9918475483415,0.2026672424101508,0.401986605826632,2.730702947845805,-393.43063,69.20067,-33.135025,43.716793,-17.882133,8.381835,-13.137859,-1.7392981,0.42172965,-3.8069706,1.261257,-5.819214,1.2204862,-6.461286,5.232234,-7.049375,-2.6716194,0.25881884,-5.166654,-1.0662848,-3.1550853,-0.97079045,-4.223677,0.31582564,-4.0221105,-1.3642826,-2.3111851,-0.40198487,2.161348,-0.4569014,3.1684928,-0.23680769,5.11994,2.0490818,0.8541286,-1.1843917,-1.8994356,1.380578,-1.1637375,0.11315607,-3.9807413,-2.6786315,-2.2236485,-0.12356765,0.8374489,-0.28864595,-0.6550052,-2.892918,-1.4331305,-2.4117515,0.2007661,0.17619787,0.19408298,0.21423616,0.20909086,0.2117653,0.24564308,0.24478649,0.32105765,0.32088625,0.44597363,0.40350363
121,121,dsl_data/audio/speakers/V4ejqNL4xbUKkYrV/106a19a0-45a5-11e9-bf4b-216bfa333ac2.wav,V4ejqNL4xbUKkYrV,3,0,0,0,0,3681.10107421875,1708.703280434962,1.6325064,2.1171644,1856.8380679939455,879.0833140578034,0.1347972027972028,0.3415068328968727,1.6213151927437641,-508.8915,119.062096,-20.994076,38.034336,10.24221,-3.8596528,-14.506409,-11.223943,-6.2856746,2.9654295,-4.808696,-7.593293,10.746088,-3.7187858,-3.0682895,2.854602,-3.1458702,-6.7064214,2.1754627,-1.1363993,-7.0964723,-1.5127082,-7.592222,-2.9970233,-2.9629934,-1.9352051,-1.2122967,-1.7817506,0.7310473,-1.9459224,1.0859214,-3.820323,-3.556074,-0.83805954,-0.81332076,-1.7460283,-4.9934664,-2.6052072,-2.1062436,-1.7925197,-2.3692126,-0.41127264,-0.54393977,-2.3252957,-2.1712863,-2.3875847,-2.6645298,-2.3598275,0.17004561,-2.3179414,0.15402836,0.14428785,0.2670719,0.29609326,0.27745917,0.24429321,0.30226272,0.31564522,0.39129245,0.32890925,0.27252564,0.21678278
122,122,dsl_data/audio/speakers/V4ejqNL4xbUKkYrV/ebd895e0-459e-11e9-bf4b-216bfa333ac2.wav,V4ejqNL4xbUKkYrV,3,0,0,0,0,4226.115417480469,1428.8193511953907,1.6846099,1.7153112,2364.7444028830128,949.6576966440863,0.1836968297119964,0.3872367550552997,2.2187301587301587,-513.6336,94.67682,-38.39252,72.49175,-10.478147,-15.042747,-6.924112,14.709199,-19.02482,-6.9138207,0.52258044,0.52510947,13.000781,-7.866689,5.274671,-6.5429835,-0.9217224,-6.838384,-2.1255243,0.39862633,-5.5045705,-1.4332606,-5.9272847,3.979415,-6.133976,0.64554805,-0.3703264,-3.6079476,-0.9685531,-1.4374456,-0.026616057,-3.730775,1.8673767,-3.2212613,1.4327464,-0.5113378,-3.9669273,-2.141268,-1.1258844,1.2316443,-2.6143658,-1.4771308,-3.0510561,0.40598297,-0.35622415,-0.4652002,-0.4906343,-2.0735915,-0.80304193,-2.2801826,0.28343514,0.24095725,0.21784668,0.24959914,0.28859422,0.41534808,0.32375953,0.22728735,0.21845312,0.26696464,0.30362856,0.2621983
123,123,dsl_data/audio/speakers/V4ZbwLm9G5irobWn/78632550-4529-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,3,0,0,1,1,4994.73316089527,1464.6119132422925,1.495878,1.8168036,2639.4166798730125,729.2921654183255,0.2016546201814059,0.40123563443555066,2.56,-417.17764,65.35457,-24.513296,20.43033,-14.248311,6.0161147,-6.2565856,-4.726742,-1.0622613,-2.827254,-1.8433795,-1.5548333,-0.80040187,-5.989898,3.3498356,-6.087941,-1.4647108,-0.24978174,-1.8147212,-0.91867733,-3.9687397,-2.4222414,-4.669284,3.2168431,-0.67075634,0.9790005,1.9977211,0.08371146,1.3196527,-2.8016732,-2.3000033,-3.2077157,0.6848512,0.35086253,1.3672231,1.4190798,0.50248003,0.25172085,-2.5052462,-1.5903206,-2.2978487,-0.36093724,-1.9205748,-0.48029116,-1.0068022,-2.7636158,0.15755722,-0.970323,-1.3053368,-3.198395,0.24074434,0.24748993,0.28164607,0.23398906,0.1868214,0.19473067,0.24037991,0.29410672,0.27660984,0.27864483,0.364289,0.43450156
